question,top_0,top_1,top_2,top_3,top_4,SQL Query,ground_truth,execution_time,ground_truth_validity
What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Hawaii?,"['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in California?', 0.8655393262412615]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Missouri?', 0.8621985155535853]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Ohio?', 0.8612818554948323]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Louisiana?', 0.8601820201135927]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in New York?', 0.8595095291700252]","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_per_capita pce2021, bamboo.bea_personal_consumption_expenditures_per_capita pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Hawaii' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Hawaii' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_per_capita pce2021, bamboo.bea_personal_consumption_expenditures_per_capita pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Hawaii' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Hawaii' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;",25.26975980899806,True
What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Louisiana?,"['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Missouri?', 0.8767126874489368]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Tennessee?', 0.8669397419566939]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Hawaii?', 0.8599653392400574]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in New York?', 0.859817726439916]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in California?', 0.8596652925580093]","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_per_capita pce2021, bamboo.bea_personal_consumption_expenditures_per_capita pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Louisiana' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Louisiana' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_per_capita pce2021, bamboo.bea_personal_consumption_expenditures_per_capita pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Louisiana' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Louisiana' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;",7.078647101003298,True
What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Missouri?,"['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Kansas?', 0.8797137289699287]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Illinois?', 0.8690167787323851]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Tennessee?', 0.8668311762492454]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Louisiana?', 0.8660097063806163]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Ohio?', 0.8578294126707771]","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_per_capita pce2021, bamboo.bea_personal_consumption_expenditures_per_capita pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Missouri' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Missouri' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_per_capita pce2021, bamboo.bea_personal_consumption_expenditures_per_capita pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'Missouri' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'Missouri' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;",34.77722464200269,True
What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in California?,"['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Hawaii?', 0.8675104617231264]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in New York?', 0.8672788688082979]","['What product has seen the biggest percent increase in consumer spending between 2010 and 2021 in Illinois?', 0.8645831991835778]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Louisiana?', 0.8644289363870585]","['What product has seen the biggest increase in per capita consumer spending between 2010 and 2021 in Tennessee?', 0.862805536245269]","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_per_capita pce2021, bamboo.bea_personal_consumption_expenditures_per_capita pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'California' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'California' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;","SELECT pce2021.product_category_name, pce2021.value AS value2021, pce2010.value AS value2010, (pce2021.value - pce2010.value)/pce2010.value AS rate_of_change FROM bamboo.bea_personal_consumption_expenditures_per_capita pce2021, bamboo.bea_personal_consumption_expenditures_per_capita pce2010 WHERE pce2021.year = 2021 AND pce2021.product_category_type = 'Product Type' AND pce2021.area_name = 'California' AND pce2010.year = 2010 AND pce2010.product_category_type = 'Product Type' AND pce2010.area_name = 'California' AND pce2010.product_category_name = pce2021.product_category_name ORDER BY rate_of_change DESC LIMIT 10;",13.590790310998273,True
How much money do people in Colorado spend on Other services per capita?,"['How much money do people in Utah spend on Other services per capita?', 0.8915354663415658]","['How much money do people in Arizona spend on Recreation services per capita?', 0.8463804773301148]","['How much money do people in South Carolina spend on Recreation services per capita?', 0.8358077610441333]","['How much money do people in Kansas spend on Food and beverages purchased for off-premises consumption per capita?', 0.8212188275565135]","['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.8050073393916828]","SELECT year, product_category_name, value FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Colorado' AND product_category_name = 'Other services' AND YEAR = (SELECT MAX(YEAR) FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Colorado')","SELECT year, product_category_name, value FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Colorado' AND product_category_name = 'Other services' AND YEAR = (SELECT MAX(YEAR) FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Colorado')",10.934458206000272,True
How much money do people in Arizona spend on Recreation services per capita?,"['How much money do people in South Carolina spend on Recreation services per capita?', 0.8617979411902209]","['How much money do people in Colorado spend on Other services per capita?', 0.837052075489446]","['How much money do people in Utah spend on Other services per capita?', 0.8370216191953102]","['How much money do people in Kansas spend on Food and beverages purchased for off-premises consumption per capita?', 0.8182192120579822]","['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.7946491530319421]","SELECT year, product_category_name, value FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Arizona' AND product_category_name = 'Recreation services' AND YEAR = (SELECT MAX(YEAR) FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Arizona')","SELECT year, product_category_name, value FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Arizona' AND product_category_name = 'Recreation services' AND YEAR = (SELECT MAX(YEAR) FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Arizona')",6.992122920000838,True
How much money do people in Kansas spend on Food and beverages purchased for off-premises consumption per capita?,"['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.8135798731305782]","['What is the total amount of consumer spending in the United States, and how has it changed over time?', 0.8060071006818449]","['How much money do people in South Carolina spend on Recreation services per capita?', 0.8035975345320192]","['How much money do people in Arizona spend on Recreation services per capita?', 0.8025724699897004]","['How much money do people in Colorado spend on Other services per capita?', 0.7938938867221484]","SELECT year, product_category_name, value FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Kansas' AND product_category_name = 'Food and beverages purchased for off-premises consumption' AND YEAR = (SELECT MAX(YEAR) FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Kansas')","SELECT year, product_category_name, value FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Kansas' AND product_category_name = 'Food and beverages purchased for off-premises consumption' AND YEAR = (SELECT MAX(YEAR) FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Kansas')",5.64710970699889,True
How much money do people in South Carolina spend on Recreation services per capita?,"['How much money do people in Arizona spend on Recreation services per capita?', 0.8577388808670604]","['How much money do people in Colorado spend on Other services per capita?', 0.8213306739784035]","['How much money do people in Kansas spend on Food and beverages purchased for off-premises consumption per capita?', 0.8137484684619447]","['How much money do people in Utah spend on Other services per capita?', 0.8120187636417946]","['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.7908842957250348]","SELECT year, product_category_name, value FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'South Carolina' AND product_category_name = 'Recreation services' AND YEAR = (SELECT MAX(YEAR) FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'South Carolina')","SELECT year, product_category_name, value FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'South Carolina' AND product_category_name = 'Recreation services' AND YEAR = (SELECT MAX(YEAR) FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'South Carolina')",4.422286869998061,True
How much money do people in Utah spend on Other services per capita?,"['How much money do people in Colorado spend on Other services per capita?', 0.8817833982891394]","['How much money do people in Arizona spend on Recreation services per capita?', 0.838346662283204]","['What was the GDP of Utah in 2013?', 0.8332852845456196]","['How much money do people in South Carolina spend on Recreation services per capita?', 0.8169965380466777]","['How much money do people in Kansas spend on Food and beverages purchased for off-premises consumption per capita?', 0.8079166572863691]","SELECT year, product_category_name, value FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Utah' AND product_category_name = 'Other services' AND YEAR = (SELECT MAX(YEAR) FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Utah')","SELECT year, product_category_name, value FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Utah' AND product_category_name = 'Other services' AND YEAR = (SELECT MAX(YEAR) FROM bea_personal_consumption_expenditures_per_capita WHERE area_name = 'Utah')",8.10842526399938,True
How many Quits were there in Retail trade in 2022?,"['What percent of employees quit their jobs in the Leisure and hospitality industry in December 2022?', 0.8401678199587834]","['What percent of employees quit their jobs in the Government industry in March 2020?', 0.8281141930828714]","['What percent of employees quit their jobs in the Nondurable goods manufacturing industry in March 2017?', 0.8278610104084058]","['What percent of employees quit their jobs in the Total private industry in April 2005?', 0.8087773199927426]","['What percent of employees quit their jobs in the Other services industry in October 2015?', 0.8031176874674736]","SELECT data_element, industry_name, value FROM bls_job_turnover WHERE data_element = 'Quits' AND industry_name = 'Retail trade' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Rate' AND year = 2022 AND seasonal = 'Seasonally Adjusted';","SELECT data_element, value FROM bls_job_turnover WHERE data_element = 'Quits' AND industry_name = 'Retail trade' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2022 AND month_name = 'Annual' AND seasonal = 'Not Seasonally Adjusted';",10.328622528999404,True
How many Total separations were there in Health care and social assistance in 2007?,"['How many Other separations were there in Transportation, warehousing, and utilities in 2018?', 0.8309594819726869]","['How many Job openings were there in Education and health services in 2013?', 0.812347150926636]","['How many Other separations were there in Real estate and rental and leasing in 2001?', 0.8095984076502672]","['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.7784296411672507]","['What percent of employees quit their jobs in the Total private industry in April 2005?', 0.7711185147390043]","SELECT data_element, value FROM bls_job_turnover WHERE data_element = 'Total separations' AND industry_name = 'Health care and social assistance' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2007 AND month_name = 'Annual' AND seasonal = 'Not Seasonally Adjusted';","SELECT data_element, value FROM bls_job_turnover WHERE data_element = 'Total separations' AND industry_name = 'Health care and social assistance' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2007 AND month_name = 'Annual' AND seasonal = 'Not Seasonally Adjusted';",4.493454464001843,True
"How many Other separations were there in Transportation, warehousing, and utilities in 2018?","['How many Other separations were there in Real estate and rental and leasing in 2001?', 0.8289061608856125]","['How many Total separations were there in Health care and social assistance in 2007?', 0.8253878012728392]","['What percent of employees quit their jobs in the Nondurable goods manufacturing industry in March 2017?', 0.7932609802418732]","['What percent of employees quit their jobs in the Other services industry in October 2015?', 0.7876826829254421]","['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.783468830185374]","SELECT data_element, value FROM bls_job_turnover WHERE data_element = 'Other separations' AND industry_name = 'Transportation, warehousing, and utilities' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2018 AND month_name = 'Annual' AND seasonal = 'Not Seasonally Adjusted';","SELECT data_element, value FROM bls_job_turnover WHERE data_element = 'Other separations' AND industry_name = 'Transportation, warehousing, and utilities' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2018 AND month_name = 'Annual' AND seasonal = 'Not Seasonally Adjusted';",5.671916014998715,True
How many Other separations were there in Real estate and rental and leasing in 2001?,"['How many Other separations were there in Transportation, warehousing, and utilities in 2018?', 0.8270538901315411]","['How many Total separations were there in Health care and social assistance in 2007?', 0.8019629903449074]","['How many Quits were there in Retail trade in 2022?', 0.7588606270169928]","['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.758687053348135]","['What percent of employees quit their jobs in the Total private industry in April 2005?', 0.7572181069501761]","SELECT data_element, value FROM bls_job_turnover WHERE data_element = 'Other separations' AND industry_name = 'Real estate and rental and leasing' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2001 AND month_name = 'Annual' AND seasonal = 'Not Seasonally Adjusted';","SELECT data_element, value FROM bls_job_turnover WHERE data_element = 'Other separations' AND industry_name = 'Real estate and rental and leasing' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2001 AND month_name = 'Annual' AND seasonal = 'Not Seasonally Adjusted';",6.686762391000229,True
How many Job openings were there in Education and health services in 2013?,"['How many Total separations were there in Health care and social assistance in 2007?', 0.8119790865299568]","['How many people were employed in the construction industry in 2020?', 0.8012450416045335]","['What was the unemployment rate in 2018?', 0.7946601875303747]","['What is the employment rate trend over the years in the US?', 0.7905963585648754]","['What was the unemployment rate for men and women in 2018?', 0.7846346962087568]","SELECT data_element, value FROM bls_job_turnover WHERE data_element = 'Job openings' AND industry_name = 'Education and health services' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2013 AND month_name = 'Annual' AND seasonal = 'Not Seasonally Adjusted';","SELECT data_element, value FROM bls_job_turnover WHERE data_element = 'Job openings' AND industry_name = 'Education and health services' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2013 AND month_name = 'Annual' AND seasonal = 'Not Seasonally Adjusted';",9.103339770001185,True
What is the median salary in Washington state?,"['What was GDP in Washington in 2019?', 0.8254384825217196]","['What is the median annual income for the top 10 states with the highest GDP?', 0.8050142699947562]","['What are the salaries of the states with the highest salaries in 2022?', 0.7878937055796037]","['What was the GDP of Oregon in 1999?', 0.7697816475956394]","['What was the GDP of Maryland in 2019?', 0.7635820538276452]","SELECT location_name, value * 52 AS median_annual_income FROM bls_earnings WHERE year = (SELECT MAX(year) FROM bls_earnings) AND location_name = 'Washington' AND measure = 'Median usual weekly earnings - in current dollars (second quartile)' AND union_status = 'N/A' AND industry_name = 'All Industries' AND occupation_name = 'All Occupations' AND education = 'All educational levels' AND age = '16 years and over' AND race = 'All Races' AND national_origin = 'All Origins' AND sex = 'Both Sexes' AND native_foreign_born = 'N/A';","SELECT year, MAX(value) * 52 as median_annual_salary FROM bls_earnings WHERE location_name = 'Washington' AND measure = 'Median usual weekly earnings - in current dollars (second quartile)' AND union_status = 'N/A' AND industry_name = 'All Industries' AND occupation_name = 'All Occupations' AND age = '16 years and over' AND race = 'All Races' AND national_origin = 'All Origins' AND sex = 'Both Sexes' AND native_foreign_born = 'N/A' GROUP BY year ORDER BY year DESC LIMIT 10",14.157019435999246,True
What percent of employees quit their jobs in the Other services industry in October 2015?,"['What percent of employees quit their jobs in the Total private industry in April 2005?', 0.8778406370409584]","['What percent of employees quit their jobs in the Nondurable goods manufacturing industry in March 2017?', 0.8694672001145638]","['What percent of employees quit their jobs in the Government industry in March 2020?', 0.8650540359696504]","['What percent of employees quit their jobs in the Leisure and hospitality industry in December 2022?', 0.8591223510372142]","['What percentage of the population is working or actively seeking work?', 0.8071859496424405]","SELECT data_element, industry_name, value FROM bls_job_turnover WHERE data_element = 'Quits' AND industry_name = 'Other services' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Rate' AND year = 2015 AND month_name = 'October' AND seasonal = 'Seasonally Adjusted';","SELECT data_element, industry_name, value FROM bls_job_turnover WHERE data_element = 'Quits' AND industry_name = 'Other services' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Rate' AND year = 2015 AND month_name = 'October' AND seasonal = 'Seasonally Adjusted';",5.772449831998529,True
What percent of employees quit their jobs in the Government industry in March 2020?,"['What percent of employees quit their jobs in the Nondurable goods manufacturing industry in March 2017?', 0.8901668236452828]","['What percent of employees quit their jobs in the Total private industry in April 2005?', 0.8786140621906053]","['What percent of employees quit their jobs in the Leisure and hospitality industry in December 2022?', 0.8714010664532389]","['What percent of employees quit their jobs in the Other services industry in October 2015?', 0.8621970776628615]","['How many Quits were there in Retail trade in 2022?', 0.821338853407223]","SELECT data_element, industry_name, value FROM bls_job_turnover WHERE data_element = 'Quits' AND industry_name = 'Government' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Rate' AND year = 2020 AND month_name = 'March' AND seasonal = 'Seasonally Adjusted';","SELECT data_element, industry_name, value FROM bls_job_turnover WHERE data_element = 'Quits' AND industry_name = 'Government' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Rate' AND year = 2020 AND month_name = 'March' AND seasonal = 'Seasonally Adjusted';",2.574138029001915,True
What percent of employees quit their jobs in the Leisure and hospitality industry in December 2022?,"['What percent of employees quit their jobs in the Government industry in March 2020?', 0.8679958756588492]","['What percent of employees quit their jobs in the Other services industry in October 2015?', 0.8516692146457681]","['What percent of employees quit their jobs in the Nondurable goods manufacturing industry in March 2017?', 0.851379430085608]","['What percent of employees quit their jobs in the Total private industry in April 2005?', 0.8482029403887726]","['How many Quits were there in Retail trade in 2022?', 0.8424573171088329]","SELECT data_element, industry_name, value FROM bls_job_turnover WHERE data_element = 'Quits' AND industry_name = 'Leisure and hospitality' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Rate' AND year = 2022 AND month_name = 'December' AND seasonal = 'Seasonally Adjusted';","SELECT data_element, industry_name, value FROM bls_job_turnover WHERE data_element = 'Quits' AND industry_name = 'Leisure and hospitality' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Rate' AND year = 2022 AND month_name = 'December' AND seasonal = 'Seasonally Adjusted';",15.672689366998384,True
What percent of employees quit their jobs in the Nondurable goods manufacturing industry in March 2017?,"['What percent of employees quit their jobs in the Government industry in March 2020?', 0.8895703618539188]","['What percent of employees quit their jobs in the Total private industry in April 2005?', 0.868584071206343]","['What percent of employees quit their jobs in the Other services industry in October 2015?', 0.8656354444031409]","['What percent of employees quit their jobs in the Leisure and hospitality industry in December 2022?', 0.8552597746758248]","['How many Quits were there in Retail trade in 2022?', 0.824836006637694]","SELECT data_element, industry_name, value FROM bls_job_turnover WHERE data_element = 'Quits' AND industry_name = 'Nondurable goods manufacturing' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Rate' AND year = 2017 AND month_name = 'March' AND seasonal = 'Seasonally Adjusted';","SELECT data_element, industry_name, value FROM bls_job_turnover WHERE data_element = 'Quits' AND industry_name = 'Nondurable goods manufacturing' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Rate' AND year = 2017 AND month_name = 'March' AND seasonal = 'Seasonally Adjusted';",4.758860377998644,True
What percent of employees quit their jobs in the Total private industry in April 2005?,"['What percent of employees quit their jobs in the Government industry in March 2020?', 0.8710602011834555]","['What percent of employees quit their jobs in the Other services industry in October 2015?', 0.8652388308605401]","['What percent of employees quit their jobs in the Nondurable goods manufacturing industry in March 2017?', 0.85897518939416]","['What percent of employees quit their jobs in the Leisure and hospitality industry in December 2022?', 0.8405306780581007]","['What percentage of the population is working or actively seeking work?', 0.8144774430645163]","SELECT data_element, industry_name, value FROM bls_job_turnover WHERE data_element = 'Quits' AND industry_name = 'Total private' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Rate' AND year = 2005 AND month_name = 'April' AND seasonal = 'Seasonally Adjusted';","SELECT data_element, industry_name, value FROM bls_job_turnover WHERE data_element = 'Quits' AND industry_name = 'Total private' AND state = 'Total US' AND size_class = 'All size classes' AND rate_level = 'Rate' AND year = 2005 AND month_name = 'April' AND seasonal = 'Seasonally Adjusted';",5.359614771998167,True
Which industries had the most job openings in Oregon in 2011?,"['Which industries had the most job openings in West region in 2022?', 0.828578326595634]","['How many Job openings were there in Education and health services in 2013?', 0.8173731440051084]","['Which industries had the most job openings in Mississippi in 2009?', 0.8090426525102582]","['Which industries had the most job openings in Nevada in 2011?', 0.8074513801286012]","['What was the GDP of Oregon in 1999?', 0.8044076807895508]","SELECT year, industry_name, data_element, value FROM bls_job_turnover WHERE data_element = 'Job openings' AND state = 'Oregon' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2011 AND month_name = 'Annual' AND industry_name != 'Total nonfarm' AND industry_name != 'Total private' AND industry_name != 'Other services' ORDER BY value DESC","SELECT year, industry_name, data_element, value FROM bls_job_turnover WHERE data_element = 'Job openings' AND state = 'Oregon' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2011 AND month_name = 'Annual' AND industry_name != 'Total nonfarm' AND industry_name != 'Total private' AND industry_name != 'Other services' ORDER BY value DESC",8.004061884999828,True
Which industries had the most job openings in Maryland in 2021?,"['Which industries had the most job openings in West region in 2022?', 0.8332657458463452]","['Which industries had the most job openings in Oregon in 2011?', 0.8117851517590146]","['Which industries had the most job openings in Mississippi in 2009?', 0.8078504885230052]","['What was the GDP of Maryland in 2019?', 0.8056143733746206]","['Which industries grew the most between 2010 and 2020 in Virginia?', 0.7985976321554947]","SELECT year, industry_name, data_element, value FROM bls_job_turnover WHERE data_element = 'Job openings' AND state = 'Maryland' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2021 AND month_name = 'Annual' AND industry_name != 'Total nonfarm' AND industry_name != 'Total private' AND industry_name != 'Other services' ORDER BY value DESC","SELECT year, industry_name, data_element, value FROM bls_job_turnover WHERE data_element = 'Job openings' AND state = 'Maryland' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2021 AND month_name = 'Annual' AND industry_name != 'Total nonfarm' AND industry_name != 'Total private' AND industry_name != 'Other services' ORDER BY value DESC",10.19454081299773,True
Which industries had the most job openings in West region in 2022?,"['Which industries had the most job openings in Oregon in 2011?', 0.8073531147724001]","['Which industries had the most job openings in Maryland in 2021?', 0.7975302254367183]","['How many Job openings were there in Education and health services in 2013?', 0.7969126374962145]","['What are the salaries of the states with the highest salaries in 2022?', 0.7891968070974142]","['Which industries had the most job openings in Mississippi in 2009?', 0.7855480089704554]","SELECT year, industry_name, data_element, value FROM bls_job_turnover WHERE data_element = 'Job openings' AND region = 'West' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2022 AND month_name = 'Annual' AND industry_name != 'Total nonfarm' AND industry_name != 'Total private' AND industry_name != 'Other services' ORDER BY value DESC","SELECT year, industry_name, data_element, value FROM bls_job_turnover WHERE data_element = 'Job openings' AND state = 'West region' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2022 AND month_name = 'Annual' AND industry_name != 'Total nonfarm' AND industry_name != 'Total private' AND industry_name != 'Other services' ORDER BY value DESC",5.6239612130011665,True
Which industries had the most job openings in Nevada in 2011?,"['Which industries had the most job openings in Oregon in 2011?', 0.8351101659779515]","['Which industries had the most job openings in West region in 2022?', 0.8231520177012166]","['Which industries had the most job openings in Mississippi in 2009?', 0.8180722752026236]","['How many Job openings were there in Education and health services in 2013?', 0.8055925302045531]","['Which industries grew the most between 2010 and 2020 in Virginia?', 0.7952630682875728]","SELECT year, industry_name, data_element, value FROM bls_job_turnover WHERE data_element = 'Job openings' AND state = 'Nevada' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2011 AND month_name = 'Annual' AND industry_name != 'Total nonfarm' AND industry_name != 'Total private' AND industry_name != 'Other services' ORDER BY value DESC","SELECT year, industry_name, data_element, value FROM bls_job_turnover WHERE data_element = 'Job openings' AND state = 'Nevada' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2011 AND month_name = 'Annual' AND industry_name != 'Total nonfarm' AND industry_name != 'Total private' AND industry_name != 'Other services' ORDER BY value DESC",14.91586959399865,True
Which industries had the most job openings in Mississippi in 2009?,"['Which industries grew the most between 2010 and 2020 in Mississippi?', 0.8510488534259517]","['Which industries had the most job openings in Oregon in 2011?', 0.8077655631143065]","['Which industries had the most job openings in West region in 2022?', 0.8020750950002994]","['How many Job openings were there in Education and health services in 2013?', 0.7965390346773243]","['Which industries had the most job openings in Nevada in 2011?', 0.7882178142291344]","SELECT year, industry_name, data_element, value FROM bls_job_turnover WHERE data_element = 'Job openings' AND state = 'Mississippi' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2009 AND month_name = 'Annual' AND industry_name != 'Total nonfarm' AND industry_name != 'Total private' AND industry_name != 'Other services' ORDER BY value DESC","SELECT year, industry_name, data_element, value FROM bls_job_turnover WHERE data_element = 'Job openings' AND state = 'Mississippi' AND size_class = 'All size classes' AND rate_level = 'Level' AND year = 2009 AND month_name = 'Annual' AND industry_name != 'Total nonfarm' AND industry_name != 'Total private' AND industry_name != 'Other services' ORDER BY value DESC",8.647427439998864,True
